quarter,runway_months,funding_stage,revenue_monthly_k,burn_rate_monthly_k,founder_experience,founder_background,sector,milestones_completed,staff_count,equity_given,outcome
5,31.8,series_a,54.14,96.3,7,technical,AI,2,4,31.9,1
5,9.3,bootstrap,10.36,41.98,3,business,Healthtech,1,1,1.7,0
1,1.5,bootstrap,8.71,46.2,11,business,SaaS,0,1,4.8,0
4,36.0,bootstrap,60.54,28.64,15,technical,E-commerce,0,2,1.7,1
3,36.0,bootstrap,19.39,20.0,7,technical,AI,0,0,4.3,1
2,36.0,angels,40.04,54.2,13,first_time,AI,1,2,10.9,1
6,36.0,seed,70.76,86.47,14,business,Healthtech,2,1,24.0,1
5,20.2,seed,12.32,55.28,10,business,E-commerce,3,1,23.1,1
6,36.0,angels,31.53,39.08,12,first_time,Healthtech,1,1,10.6,0
6,36.0,angels,58.5,68.32,9,first_time,AI,1,1,10.3,0
8,36.0,bootstrap,30.31,28.14,13,first_time,AI,1,1,1.5,1
7,25.9,bootstrap,10.77,28.84,6,technical,E-commerce,1,2,3.3,1
5,27.7,series_b,16.66,89.4,8,business,SaaS,2,4,41.8,1
8,36.0,seed,47.36,64.03,2,business,SaaS,2,2,21.4,0
4,36.0,series_b,320.78,71.4,3,first_time,E-commerce,1,1,42.9,1
8,36.0,series_a,126.63,71.91,9,business,Fintech,3,3,34.8,1
7,31.2,seed,33.97,68.46,11,technical,Fintech,3,2,20.6,1
6,36.0,series_b,500.0,98.35,1,technical,Healthtech,3,1,43.2,1
8,36.0,angels,54.43,67.37,2,technical,E-commerce,2,1,14.6,0
5,36.0,bootstrap,110.81,62.59,1,first_time,Fintech,0,0,2.7,0
6,11.9,bootstrap,18.02,57.69,8,business,AI,0,0,4.8,1
3,8.4,bootstrap,5.17,48.72,6,business,AI,1,1,3.0,0
8,7.4,bootstrap,9.76,32.77,1,technical,AI,1,0,3.4,0
5,36.0,angels,95.44,40.65,12,technical,Fintech,1,1,14.0,0
7,36.0,seed,72.92,65.27,8,technical,SaaS,2,3,21.0,1
4,18.6,seed,15.66,73.78,1,first_time,SaaS,2,2,22.8,0
7,36.0,angels,126.53,62.33,11,business,Fintech,2,3,13.1,0
1,12.9,bootstrap,8.25,44.35,14,technical,Healthtech,0,1,0.6,0
1,36.0,seed,164.57,63.18,7,first_time,E-commerce,1,2,22.3,1
5,10.2,angels,2.76,61.8,15,business,Fintech,0,3,13.9,0
6,20.0,bootstrap,36.59,53.91,7,first_time,Healthtech,0,1,0.2,0
7,9.5,bootstrap,1.15,48.2,2,first_time,SaaS,1,1,2.1,0
4,14.2,bootstrap,27.37,34.52,2,business,Healthtech,0,0,0.7,0
6,15.1,bootstrap,12.91,22.49,2,business,AI,0,1,0.9,0
5,36.0,series_a,287.36,67.14,5,business,Healthtech,2,4,32.6,1
8,36.0,seed,49.12,54.78,6,first_time,Healthtech,2,2,20.1,0
6,36.0,seed,211.94,68.86,7,technical,Healthtech,3,1,22.1,1
4,9.2,bootstrap,19.98,42.8,8,business,E-commerce,1,0,0.1,1
8,28.9,series_a,8.16,58.78,13,technical,Healthtech,1,4,34.6,1
1,33.2,seed,22.72,57.44,1,technical,E-commerce,0,1,24.4,0
8,13.8,bootstrap,16.75,38.65,14,business,Healthtech,2,3,1.1,0
2,36.0,seed,251.71,51.5,4,first_time,SaaS,0,2,20.3,1
3,11.8,angels,16.17,56.51,15,first_time,E-commerce,2,1,11.3,0
7,36.0,angels,116.21,45.39,3,technical,Healthtech,3,2,10.1,1
6,36.0,bootstrap,31.52,24.15,2,first_time,SaaS,1,0,3.7,0
8,36.0,angels,100.45,50.8,2,business,SaaS,0,2,12.9,0
6,3.3,bootstrap,19.76,40.88,5,business,Fintech,1,1,2.7,1
6,7.2,bootstrap,7.34,22.27,15,technical,Healthtech,0,1,4.3,1
3,6.0,bootstrap,9.5,31.36,7,technical,SaaS,1,0,4.0,0
1,36.0,series_b,111.31,102.02,3,business,AI,1,2,42.0,1
1,36.0,bootstrap,45.27,23.57,10,technical,SaaS,0,0,3.1,0
3,36.0,angels,54.86,25.13,8,business,E-commerce,0,0,12.2,1
1,36.0,bootstrap,68.73,20.0,11,business,Fintech,0,2,3.1,1
5,20.4,series_a,0.88,73.73,12,technical,Healthtech,1,3,30.8,0
7,27.6,angels,5.25,30.22,12,technical,SaaS,3,2,11.5,1
8,36.0,series_a,78.2,74.78,3,first_time,Fintech,3,4,31.3,1
4,7.9,bootstrap,8.06,59.97,8,business,Fintech,0,0,0.8,0
8,36.0,bootstrap,37.33,20.0,10,technical,E-commerce,0,0,2.1,0
8,36.0,angels,31.29,45.76,9,first_time,AI,2,2,13.6,1
7,6.2,bootstrap,51.95,66.98,15,business,Healthtech,1,0,2.0,0
4,36.0,series_a,164.8,86.12,15,first_time,E-commerce,3,1,34.9,0
3,36.0,series_a,299.25,74.48,13,technical,AI,3,3,31.5,1
8,12.6,angels,7.34,47.65,4,first_time,Healthtech,3,3,14.7,1
2,36.0,series_b,71.81,101.44,8,business,Healthtech,3,2,41.0,1
4,12.5,angels,9.46,75.44,13,first_time,Fintech,0,2,11.6,0
1,36.0,bootstrap,33.55,27.04,5,technical,AI,0,1,0.8,0
7,26.9,angels,11.78,38.64,11,first_time,E-commerce,3,3,11.2,0
6,36.0,bootstrap,19.94,20.0,4,business,AI,1,1,0.8,1
1,36.0,series_a,153.85,81.55,3,technical,E-commerce,1,4,33.1,1
2,36.0,bootstrap,21.98,20.0,4,business,Healthtech,1,1,1.0,1
5,36.0,bootstrap,29.0,28.04,14,first_time,E-commerce,1,0,0.4,0
5,25.6,angels,3.09,36.37,15,technical,Fintech,3,2,11.3,1
7,7.2,bootstrap,18.09,51.11,13,first_time,AI,1,3,3.4,0
3,11.3,bootstrap,11.1,27.37,5,business,Healthtech,0,1,2.1,1
8,31.9,seed,34.84,70.95,12,first_time,Fintech,3,3,20.8,0
4,36.0,bootstrap,27.14,20.0,4,technical,SaaS,0,0,0.3,0
7,36.0,angels,78.5,51.97,2,first_time,SaaS,0,1,13.6,0
2,18.7,bootstrap,8.88,20.0,4,technical,Fintech,0,0,3.5,0
1,36.0,bootstrap,35.75,28.62,3,first_time,Healthtech,0,1,2.3,1
1,10.9,bootstrap,39.06,68.17,10,technical,SaaS,1,1,2.6,1
3,19.0,seed,11.46,78.98,11,first_time,Healthtech,2,2,21.2,1
8,36.0,series_b,459.19,93.07,1,first_time,Healthtech,3,3,42.4,1
1,13.4,bootstrap,45.75,82.98,2,first_time,Healthtech,1,1,3.6,0
3,36.0,series_b,361.28,81.27,8,technical,Fintech,2,4,43.9,1
1,24.6,angels,34.62,67.48,2,technical,Healthtech,0,2,11.7,0
8,36.0,seed,25.67,42.01,13,business,Fintech,2,3,23.4,1
6,20.3,seed,4.17,61.34,7,business,E-commerce,1,3,22.4,1
7,36.0,seed,149.86,44.78,7,first_time,E-commerce,1,2,23.7,1
6,36.0,series_a,425.18,83.86,1,first_time,SaaS,3,4,33.5,1
6,36.0,angels,50.26,50.84,11,business,AI,2,1,13.8,1
7,36.0,angels,34.35,45.39,11,business,E-commerce,2,2,10.8,1
1,22.2,bootstrap,28.93,51.38,12,technical,SaaS,0,0,1.6,0
7,9.1,bootstrap,2.55,26.49,9,first_time,E-commerce,1,1,1.3,0
6,18.9,seed,21.05,69.9,5,first_time,AI,3,4,22.2,1
6,6.8,bootstrap,22.28,47.31,2,business,Fintech,1,2,2.3,0
4,36.0,bootstrap,18.74,20.0,5,first_time,Fintech,2,1,3.3,1
7,36.0,bootstrap,76.34,23.77,9,business,E-commerce,3,0,2.8,1
4,9.8,bootstrap,20.15,35.81,2,technical,SaaS,0,0,2.9,0
1,29.2,seed,33.78,74.45,1,technical,AI,0,1,23.2,0
8,19.5,seed,40.6,86.32,4,business,Healthtech,3,2,21.4,0
2,36.0,angels,54.71,46.76,2,technical,AI,1,2,11.1,1
1,9.1,bootstrap,3.83,30.25,1,first_time,SaaS,0,2,1.1,1
5,32.0,angels,21.07,36.91,8,technical,E-commerce,1,1,13.9,0
2,20.0,angels,18.21,54.95,12,technical,SaaS,0,2,10.5,1
7,36.0,seed,224.12,60.54,8,first_time,SaaS,3,2,21.6,1
4,26.9,angels,21.82,45.89,2,technical,AI,2,3,11.4,1
1,25.9,angels,17.29,48.59,6,business,SaaS,1,1,13.0,0
8,14.0,angels,9.67,58.27,1,technical,E-commerce,3,3,14.6,1
5,36.0,series_b,84.24,86.54,10,first_time,E-commerce,3,3,44.4,0
3,25.4,seed,3.02,53.42,4,technical,E-commerce,1,1,20.5,1
6,36.0,angels,55.9,56.48,6,technical,Fintech,0,0,12.7,0
5,36.0,angels,62.61,20.0,14,technical,AI,0,1,10.2,1
1,20.8,bootstrap,3.11,25.94,9,first_time,Fintech,0,0,4.0,0
7,27.0,series_b,3.81,77.73,12,first_time,Fintech,3,2,41.9,1
4,2.3,bootstrap,10.89,53.05,6,business,AI,0,0,1.1,0
6,36.0,bootstrap,92.22,28.39,14,business,Healthtech,1,1,2.4,0
8,36.0,series_b,291.31,86.59,11,first_time,SaaS,3,4,42.2,1
5,36.0,seed,116.63,64.27,8,technical,Healthtech,2,3,24.7,1
6,36.0,bootstrap,46.64,26.07,9,business,AI,2,0,0.2,0
3,36.0,bootstrap,55.55,28.96,10,business,Healthtech,0,1,4.7,0
2,10.8,bootstrap,10.72,36.46,3,first_time,AI,1,0,1.2,1
4,36.0,angels,35.08,43.67,4,technical,Healthtech,1,2,10.7,1
7,36.0,bootstrap,33.53,28.56,11,business,E-commerce,1,1,3.7,1
5,36.0,series_b,43.05,79.85,7,first_time,Fintech,3,1,42.6,0
3,36.0,series_b,350.85,77.69,12,technical,Fintech,2,3,44.5,1
7,36.0,angels,54.43,50.91,8,first_time,SaaS,2,2,12.7,0
7,36.0,seed,73.47,69.6,1,business,SaaS,1,2,22.5,0
8,36.0,bootstrap,11.81,20.0,10,business,SaaS,1,0,1.0,0
3,8.4,bootstrap,2.6,46.4,10,first_time,AI,1,1,4.7,0
6,36.0,seed,96.6,76.46,6,technical,Fintech,3,1,23.3,0
5,14.8,bootstrap,34.76,49.62,12,first_time,SaaS,0,0,3.0,0
4,36.0,bootstrap,62.19,39.5,6,technical,Healthtech,1,0,4.0,0
4,16.5,bootstrap,23.78,44.56,2,technical,Healthtech,0,1,0.5,0
1,9.2,bootstrap,29.17,67.78,2,first_time,Healthtech,0,2,4.3,0
3,36.0,angels,69.74,45.48,14,business,SaaS,1,1,12.5,0
5,36.0,seed,76.48,49.31,6,first_time,SaaS,1,1,24.0,1
8,36.0,series_a,49.44,56.99,7,business,Fintech,2,4,33.6,0
7,36.0,seed,70.17,91.34,5,business,Fintech,3,3,22.3,1
2,20.4,series_a,23.85,106.53,12,business,Fintech,0,2,33.8,1
6,19.0,angels,11.0,36.13,10,technical,SaaS,1,1,13.6,1
1,36.0,series_a,332.72,69.09,14,business,AI,1,3,30.0,1
6,22.1,angels,12.26,45.14,14,technical,Fintech,1,3,13.5,0
3,12.7,bootstrap,17.02,53.36,15,business,AI,0,0,2.5,0
4,36.0,series_b,89.41,75.69,5,business,SaaS,3,4,44.2,1
6,36.0,bootstrap,21.61,20.0,9,first_time,SaaS,1,2,4.0,0
4,36.0,bootstrap,101.22,67.51,6,first_time,AI,0,1,0.9,0
7,9.0,bootstrap,8.01,39.69,11,business,AI,1,2,0.1,0
5,11.2,angels,2.24,56.82,12,business,SaaS,1,3,11.0,1
8,20.6,angels,25.04,46.92,4,business,Fintech,3,2,13.7,0
6,18.1,angels,25.81,56.99,13,technical,E-commerce,2,1,14.4,1
3,36.0,series_a,16.52,57.29,5,first_time,AI,2,3,33.5,1
7,8.0,bootstrap,0.65,22.39,15,business,SaaS,0,0,4.1,0
4,24.0,angels,18.76,51.58,13,technical,E-commerce,2,1,12.9,1
5,36.0,bootstrap,24.24,20.0,1,business,AI,1,2,2.5,0
2,19.1,series_a,2.78,75.46,6,first_time,SaaS,1,1,34.9,0
1,31.6,bootstrap,13.85,29.54,6,business,SaaS,0,2,0.4,1
5,5.0,bootstrap,16.29,30.46,13,first_time,SaaS,1,2,2.1,0
2,36.0,angels,122.45,41.73,11,first_time,E-commerce,2,0,11.4,1
8,36.0,seed,198.08,50.06,1,technical,SaaS,1,2,20.6,0
7,36.0,seed,126.65,37.67,13,business,Fintech,2,3,23.0,1
6,22.0,angels,27.37,52.17,4,technical,Fintech,1,2,11.3,0
6,31.9,seed,24.08,60.5,6,technical,Healthtech,2,1,22.3,0
5,36.0,angels,22.35,29.37,3,first_time,Fintech,0,3,10.7,0
1,20.3,bootstrap,15.71,35.94,3,technical,Healthtech,0,2,1.9,1
4,36.0,bootstrap,34.04,30.58,8,technical,Fintech,2,0,1.0,0
4,26.0,bootstrap,24.41,28.08,2,first_time,AI,0,1,4.5,1
8,9.3,bootstrap,0.67,20.0,2,first_time,SaaS,3,0,2.6,0
2,36.0,angels,46.28,60.24,12,technical,Fintech,1,2,14.0,1
4,36.0,angels,92.73,31.5,6,technical,Fintech,0,1,12.4,1
3,36.0,angels,141.55,50.95,10,first_time,Fintech,2,2,10.2,1
2,13.3,angels,3.98,37.88,15,business,AI,1,1,13.5,0
1,36.0,seed,467.26,59.17,1,technical,Fintech,1,2,20.2,1
3,36.0,seed,67.87,82.28,12,technical,E-commerce,1,1,22.0,1
1,8.3,bootstrap,2.01,42.97,2,technical,Fintech,0,0,2.7,0
1,4.2,bootstrap,36.23,51.95,12,business,Healthtech,0,1,3.9,1
3,36.0,angels,115.44,54.96,5,first_time,SaaS,1,3,14.5,0
2,17.3,angels,20.82,55.94,3,business,AI,2,3,11.0,1
5,28.3,bootstrap,7.28,20.0,4,technical,E-commerce,1,0,3.3,0
1,19.1,bootstrap,11.88,30.24,6,technical,E-commerce,1,1,2.4,0
3,36.0,seed,83.91,61.63,11,business,Fintech,2,3,23.8,1
4,18.0,seed,30.65,83.35,11,first_time,AI,0,3,24.7,1
8,14.7,bootstrap,3.16,27.41,11,business,E-commerce,2,0,2.7,0
6,17.4,angels,27.47,53.97,1,first_time,AI,2,2,11.4,0
8,32.9,series_a,37.76,83.39,15,business,E-commerce,3,4,34.0,1
3,8.1,bootstrap,22.53,52.37,7,business,AI,0,1,2.6,0
4,36.0,series_a,197.84,77.99,2,business,E-commerce,1,4,34.4,1
4,8.7,bootstrap,14.64,47.42,14,business,E-commerce,3,0,2.8,1
8,36.0,angels,133.78,24.43,12,business,Fintech,0,2,14.7,0
8,36.0,angels,61.62,25.79,2,first_time,Fintech,2,1,10.1,1
8,36.0,bootstrap,18.19,20.0,7,technical,AI,2,0,3.7,1
7,36.0,series_a,142.84,91.79,14,business,Healthtech,3,4,31.7,1
5,36.0,angels,98.67,60.11,11,business,Fintech,2,1,13.3,1
5,36.0,series_b,151.53,108.45,3,business,Healthtech,2,3,44.7,0
8,14.7,bootstrap,2.8,24.84,11,first_time,Healthtech,3,1,3.3,1
3,23.3,series_a,3.39,71.55,3,business,SaaS,0,3,33.7,1
3,36.0,series_b,237.17,93.18,6,business,Fintech,2,4,40.8,1
8,8.3,angels,6.44,71.66,3,technical,Fintech,0,1,10.9,0
4,3.7,bootstrap,21.78,60.41,11,business,SaaS,1,2,2.9,1
2,14.5,seed,8.73,76.91,14,business,AI,0,3,22.2,0
5,36.0,angels,141.78,54.97,1,first_time,SaaS,0,1,10.6,1
3,32.0,series_b,57.74,115.03,10,business,Healthtech,2,4,43.6,1
8,36.0,angels,57.88,46.16,4,technical,SaaS,3,2,13.5,0
8,18.2,bootstrap,8.02,29.14,12,business,Fintech,1,1,0.5,1
3,5.5,bootstrap,20.85,33.06,3,business,E-commerce,1,0,0.2,0
5,22.5,seed,1.52,50.32,6,first_time,SaaS,3,4,21.9,1
8,36.0,series_b,44.22,92.37,4,business,Healthtech,3,3,43.2,1
6,36.0,bootstrap,37.98,20.0,14,technical,AI,2,0,4.5,1
2,30.8,seed,42.12,80.38,2,business,E-commerce,0,3,22.2,0
5,36.0,series_b,92.97,103.16,9,technical,Healthtech,2,2,40.4,0
5,17.7,bootstrap,37.43,56.44,2,business,E-commerce,0,0,4.2,0
6,24.1,bootstrap,8.11,20.0,9,technical,Healthtech,2,0,0.6,1
1,10.3,seed,5.25,93.53,12,business,SaaS,1,2,23.2,0
3,36.0,seed,41.67,41.41,12,technical,SaaS,2,2,22.1,1
7,36.0,bootstrap,28.85,20.0,1,business,Healthtech,2,1,4.5,0
2,36.0,series_a,99.89,70.69,12,business,SaaS,3,3,33.5,1
3,36.0,angels,95.29,69.62,5,business,Healthtech,1,1,10.0,0
3,36.0,series_a,347.54,83.38,11,business,Fintech,2,3,31.9,1
2,36.0,series_a,218.01,76.34,15,technical,Healthtech,0,4,30.9,1
2,34.9,series_a,27.27,68.11,2,first_time,Fintech,2,4,31.4,0
3,36.0,angels,84.83,29.36,6,technical,SaaS,1,1,12.0,1
7,10.4,bootstrap,29.35,51.99,14,technical,AI,2,1,2.7,0
1,27.2,angels,39.73,61.98,3,technical,E-commerce,0,1,14.0,0
3,1.1,bootstrap,8.28,55.29,4,business,Healthtech,1,1,0.4,1
1,36.0,seed,121.56,70.95,9,technical,Fintech,1,2,22.2,0
5,16.2,bootstrap,12.9,20.0,15,first_time,AI,1,3,4.3,0
3,21.6,angels,0.08,31.33,5,business,E-commerce,1,2,12.2,0
7,36.0,bootstrap,33.76,41.97,6,technical,AI,1,1,2.6,1
5,15.8,bootstrap,9.08,29.45,12,technical,SaaS,1,0,3.9,1
7,36.0,bootstrap,51.99,26.62,2,business,AI,1,1,3.6,0
6,36.0,seed,172.98,48.45,5,business,Healthtech,1,2,22.5,1
4,17.7,seed,11.78,79.21,5,technical,Fintech,2,1,24.8,0
7,36.0,bootstrap,45.41,41.84,7,technical,SaaS,1,2,0.2,1
4,36.0,series_a,50.83,87.52,9,technical,SaaS,2,4,30.3,1
8,36.0,series_a,38.64,70.5,4,business,Fintech,2,2,32.1,1
8,15.6,bootstrap,16.92,37.64,6,technical,Healthtech,2,1,0.8,0
5,36.0,seed,23.94,44.93,14,business,SaaS,3,2,21.1,0
6,27.1,angels,18.53,48.05,13,business,SaaS,1,1,10.8,0
3,36.0,bootstrap,23.04,20.0,15,technical,Fintech,0,0,3.5,0
7,36.0,angels,32.18,26.48,11,business,SaaS,1,2,12.1,1
6,36.0,bootstrap,55.71,30.17,9,first_time,Fintech,0,0,4.2,0
8,36.0,series_a,119.09,115.63,4,technical,SaaS,2,3,31.3,1
3,36.0,series_b,226.54,67.99,3,business,Healthtech,2,4,43.1,1
7,36.0,series_a,50.45,61.35,9,first_time,SaaS,2,4,31.1,0
4,36.0,angels,78.46,53.25,7,business,AI,3,2,10.1,1
2,36.0,angels,80.63,76.54,12,first_time,E-commerce,1,2,13.4,0
2,36.0,series_b,284.35,98.03,1,technical,Healthtech,1,2,40.7,1
5,13.9,bootstrap,10.17,45.53,14,technical,E-commerce,1,1,3.5,0
3,5.7,bootstrap,1.98,29.94,3,first_time,AI,1,1,3.5,0
1,36.0,angels,41.77,42.34,6,technical,E-commerce,0,3,13.3,1
4,11.8,bootstrap,0.71,36.23,6,technical,SaaS,0,1,3.0,0
6,36.0,bootstrap,70.74,25.13,14,technical,E-commerce,3,1,4.4,1
3,7.6,bootstrap,1.94,45.86,11,first_time,Healthtech,0,2,0.4,1
8,36.0,angels,39.37,25.91,1,first_time,E-commerce,0,2,14.7,1
7,36.0,bootstrap,45.62,48.35,13,technical,AI,1,1,0.3,0
5,5.2,bootstrap,11.64,35.59,11,first_time,SaaS,1,1,2.5,0
8,36.0,bootstrap,40.04,31.78,2,business,Healthtech,3,1,4.6,1
4,36.0,angels,64.59,25.36,12,technical,SaaS,1,2,11.3,1
2,33.1,series_a,17.44,65.3,1,business,E-commerce,2,3,34.2,0
1,18.2,bootstrap,32.15,52.98,7,first_time,Healthtech,0,1,3.0,0
8,36.0,seed,47.96,61.87,3,technical,AI,3,3,24.3,0
8,30.2,seed,34.98,69.18,1,business,AI,3,3,20.2,1
6,36.0,bootstrap,30.2,21.81,9,first_time,Healthtech,1,1,2.8,1
1,36.0,series_a,246.52,79.56,11,business,Fintech,1,4,30.9,1
3,36.0,seed,171.31,44.42,8,business,Fintech,1,3,20.1,1
1,36.0,angels,82.64,51.5,6,technical,E-commerce,0,1,13.4,1
1,36.0,bootstrap,27.91,40.56,8,first_time,AI,1,0,3.7,0
2,18.8,bootstrap,29.95,39.81,3,business,SaaS,1,2,3.7,0
5,36.0,series_b,170.85,81.45,1,first_time,Fintech,3,3,43.6,1
1,36.0,seed,60.65,59.87,3,first_time,AI,3,2,24.0,1
8,36.0,series_b,157.29,103.06,1,first_time,Fintech,3,4,42.3,1
4,21.5,series_a,15.34,76.83,12,business,SaaS,2,4,31.7,0
3,36.0,bootstrap,47.89,30.69,10,business,SaaS,0,0,3.9,1
5,17.4,seed,24.37,93.55,3,first_time,AI,1,4,23.3,0
7,36.0,angels,28.87,35.74,9,first_time,Healthtech,2,0,11.0,0
3,36.0,seed,267.53,81.21,8,technical,Fintech,1,2,22.2,1
1,36.0,bootstrap,25.44,20.0,2,first_time,SaaS,1,0,0.9,0
1,1.5,bootstrap,5.3,44.82,15,business,SaaS,0,1,3.9,0
7,15.2,seed,1.15,75.62,15,first_time,SaaS,2,2,21.2,0
1,19.4,seed,10.84,57.34,12,business,SaaS,1,3,23.1,0
6,36.0,seed,15.37,46.74,13,technical,Fintech,2,1,23.7,0
4,36.0,bootstrap,18.81,20.0,9,business,SaaS,0,1,5.0,1
7,33.8,bootstrap,20.25,25.77,13,business,SaaS,2,0,2.2,0
1,36.0,series_b,70.22,102.89,8,first_time,AI,2,3,44.4,1
8,36.0,angels,31.26,33.84,3,first_time,Healthtech,3,2,13.3,1
6,36.0,angels,159.82,51.45,3,first_time,SaaS,3,2,10.0,1
4,36.0,angels,62.48,27.85,13,business,Fintech,0,3,12.0,0
2,36.0,angels,38.22,46.49,7,technical,AI,0,1,12.0,1
8,36.0,angels,18.52,32.79,11,first_time,Fintech,2,1,10.6,1
3,11.6,angels,10.11,48.83,3,business,SaaS,2,3,12.2,0
4,32.2,series_a,20.04,72.48,7,technical,E-commerce,0,3,30.6,1
4,36.0,series_a,121.23,62.14,2,business,Healthtech,3,2,34.2,1
2,25.4,series_b,12.49,85.12,4,technical,SaaS,2,3,41.8,1
4,36.0,angels,54.19,35.99,2,business,AI,2,2,10.9,1
2,36.0,angels,110.31,30.29,4,business,Fintech,1,2,13.0,1
1,21.9,seed,36.17,81.24,10,technical,E-commerce,0,3,24.3,1
3,36.0,series_a,500.0,74.6,1,business,AI,2,4,34.7,1
1,36.0,angels,23.5,20.0,3,technical,Healthtech,1,1,14.5,1
4,36.0,seed,43.38,55.65,11,technical,SaaS,0,3,24.4,1
7,36.0,seed,402.56,78.72,3,first_time,Fintech,2,2,21.7,1
2,36.0,seed,41.13,53.58,9,first_time,E-commerce,1,2,22.5,1
1,21.8,seed,48.07,87.47,14,business,Fintech,2,1,21.9,1
1,36.0,bootstrap,41.02,22.15,12,business,Healthtech,0,0,4.6,0
5,36.0,angels,100.15,57.55,2,business,AI,2,1,10.5,1
3,36.0,angels,73.36,65.55,3,business,E-commerce,1,1,12.8,0
4,7.9,bootstrap,22.18,41.75,11,technical,AI,0,1,1.2,0
1,36.0,series_a,25.29,59.38,6,technical,Fintech,1,4,34.3,1
3,28.6,seed,10.77,50.86,7,technical,E-commerce,1,2,21.7,0
4,9.0,bootstrap,0.74,52.55,8,first_time,Healthtech,1,1,4.3,0
4,36.0,series_a,106.91,67.93,9,technical,Healthtech,1,4,34.6,1
5,36.0,seed,133.26,79.64,7,technical,Fintech,2,2,20.9,0
7,36.0,seed,76.02,58.55,1,technical,Healthtech,1,3,23.8,1
4,11.3,angels,5.51,52.12,2,business,E-commerce,0,1,11.7,0
7,36.0,series_a,27.46,59.21,1,business,Healthtech,3,2,32.0,1
5,36.0,angels,25.08,40.88,4,business,Fintech,1,0,11.4,1
3,26.8,angels,6.71,36.87,13,business,E-commerce,2,1,13.1,1
2,8.6,bootstrap,14.59,38.38,15,first_time,AI,0,2,1.7,0
3,36.0,seed,103.28,66.4,8,business,E-commerce,1,3,23.7,1
5,36.0,seed,182.68,71.94,1,first_time,AI,1,3,23.9,1
2,36.0,angels,137.03,42.64,2,technical,AI,0,1,12.0,1
8,36.0,angels,130.87,36.05,13,technical,AI,3,2,10.0,1
4,21.1,series_a,11.96,82.74,6,first_time,AI,3,3,30.3,0
7,36.0,seed,250.84,49.56,14,first_time,Healthtech,3,2,21.4,1
6,15.7,bootstrap,30.57,51.18,8,business,Fintech,1,2,4.8,0
3,36.0,series_b,500.0,93.28,14,technical,AI,3,4,42.0,1
2,18.0,seed,8.53,60.11,3,first_time,Fintech,2,2,23.7,1
6,24.2,series_b,23.8,101.93,13,business,E-commerce,2,2,44.7,0
3,36.0,series_b,500.0,93.85,9,first_time,SaaS,1,4,41.7,1
2,36.0,series_a,124.26,55.13,7,technical,Healthtech,1,2,32.8,0
8,36.0,seed,123.5,49.08,8,technical,Fintech,2,1,24.3,1
4,36.0,seed,149.28,80.87,5,first_time,SaaS,0,1,23.1,0
1,12.3,bootstrap,3.54,36.26,10,first_time,Healthtech,0,0,0.6,0
4,36.0,angels,16.42,24.78,12,first_time,Healthtech,1,2,13.8,1
4,15.7,seed,0.55,70.28,13,technical,AI,1,1,24.5,1
7,36.0,angels,246.67,41.61,15,technical,Healthtech,1,1,13.8,1
6,36.0,series_a,64.68,66.88,7,business,Healthtech,2,3,33.8,1
2,9.3,bootstrap,1.3,20.0,12,first_time,AI,0,0,3.8,0
2,7.4,angels,0.59,65.0,14,business,Fintech,2,1,13.1,1
5,36.0,angels,16.07,20.52,1,technical,Healthtech,0,3,11.2,1
1,24.7,angels,14.24,37.44,8,technical,AI,2,4,14.6,1
3,36.0,bootstrap,63.26,36.8,11,business,Healthtech,1,0,0.6,1
2,8.8,bootstrap,2.17,58.68,7,technical,E-commerce,0,0,4.1,0
1,36.0,series_a,118.81,88.31,2,technical,SaaS,1,3,31.8,1
8,36.0,angels,26.05,37.31,10,technical,SaaS,2,0,13.4,1
1,4.0,bootstrap,2.01,57.94,7,business,AI,0,1,4.0,1
1,14.1,bootstrap,7.23,20.0,10,first_time,Healthtech,0,1,4.0,0
8,36.0,angels,123.16,53.98,1,business,E-commerce,1,1,10.8,1
2,11.9,bootstrap,5.94,42.32,1,business,E-commerce,0,1,3.1,0
7,36.0,seed,54.84,51.78,10,technical,SaaS,0,4,21.1,1
1,36.0,seed,192.77,75.46,15,technical,AI,0,3,20.6,1
2,36.0,bootstrap,15.88,27.29,10,technical,Fintech,1,1,2.6,1
1,36.0,angels,275.09,60.43,15,technical,Fintech,1,0,14.9,1
6,36.0,bootstrap,30.84,20.0,13,business,AI,0,0,4.9,0
5,4.4,bootstrap,16.7,40.02,5,technical,AI,0,1,2.9,0
4,36.0,series_a,194.4,73.82,2,business,SaaS,2,4,33.9,1
2,27.1,angels,36.6,67.25,9,technical,AI,1,2,11.2,0
1,36.0,series_a,74.06,79.34,10,first_time,AI,2,2,31.1,1
5,16.1,bootstrap,22.91,53.74,12,first_time,E-commerce,0,0,3.5,0
2,10.0,bootstrap,11.6,42.61,8,first_time,Healthtech,1,1,3.9,0
5,36.0,angels,41.59,48.09,14,first_time,E-commerce,2,0,13.7,1
6,36.0,angels,83.12,61.82,13,technical,Fintech,2,2,10.5,0
7,36.0,series_b,199.79,106.91,9,technical,Fintech,3,4,41.8,0
4,6.7,bootstrap,1.09,42.08,9,first_time,Healthtech,0,2,0.2,0
1,36.0,series_a,66.01,45.62,1,business,Healthtech,3,4,33.9,1
3,36.0,series_a,28.83,65.26,12,technical,Fintech,1,3,31.6,0
